primerid	Pr(>Chisq)	coef	FDR	gene_name	signif	diff_exp	prop_exp_X	prop_exp_Y	prop_exp_raw_X	prop_exp_raw_Y
LOC107000607	0.0826128126697705	-7.779147967789297e-05	1.0	LOC107000607		No-significant				
TMEM200C	0.0826433282743129	-8.1331844569764e-05	1.0	TMEM200C		No-significant				
PLA2G6	0.082674131646828	-0.0298681925499165	1.0	PLA2G6		No-significant				
CDH20	0.0826822386378584	-0.0513284564589358	1.0	CDH20		No-significant				
CCDC149	0.0826975017533398	-0.0012913298943628	1.0	CCDC149		No-significant				
THSD7A	0.0827701128730673	-0.0006140103112869	1.0	THSD7A		No-significant				
LOC106994201	0.0828394546268789	-2.0894970651454897e-06	1.0	LOC106994201		No-significant				
LOC703172	0.0828475740315172	-6.872815067729743e-05	1.0	LOC703172		No-significant				
MPHOSPH6	0.0828823183339047	-0.0908542205122546	1.0	MPHOSPH6		No-significant				
TBX18	0.0829131117625032	0.0047562561473042	1.0	TBX18		No-significant				
JADE3	0.0829497025553945	0.0430748898286338	1.0	JADE3		No-significant				
SPATA4	0.0830127170510275	-0.0555846537209431	1.0	SPATA4		No-significant				
SYNDIG1	0.0831802726357162	0.0081216459899472	1.0	SYNDIG1		No-significant				
NOL10	0.0832220887561825	-0.0172832652398522	1.0	NOL10		No-significant				
LOC106998291	0.0833477397337536	1.6524931456742964e-05	1.0	LOC106998291		No-significant				
LOC114670888	0.0834737516433781	1.0179245640576583e-07	1.0	LOC114670888		No-significant				
LOC114677021	0.0834895284896352	-0.1033206946656753	1.0	LOC114677021		No-significant				
VWA8	0.0835313802360918	0.003564136844754	1.0	VWA8		No-significant				
LOC100424874	0.0835682769204205	-0.0464162097626453	1.0	LOC100424874		No-significant				
FAM107A	0.083634023548498	-0.0061041345328902	1.0	FAM107A		No-significant				
TXNDC9	0.0836537940698434	0.0707940518032155	1.0	TXNDC9		No-significant				
COL9A1	0.0836735236507338	-1.47983134424712e-05	1.0	COL9A1		No-significant				
GADD45B	0.0838083370821232		1.0	GADD45B		No-significant				
PTHLH	0.0838149575200939	-0.0161921587482766	1.0	PTHLH		No-significant				
LOC100429371	0.0839308589967604	-0.0581214259441662	1.0	LOC100429371		No-significant				
RGS6	0.0839683131929933	0.0082430133561475	1.0	RGS6		No-significant				
SH3GL3	0.0839920854214956	-0.0039238980737112	1.0	SH3GL3		No-significant				
DOCK6	0.0841022711520532	-0.0112503516333107	1.0	DOCK6		No-significant				
POMGNT2	0.0841181275717277	-0.0006607240945658	1.0	POMGNT2		No-significant				
LOC107000422	0.0841674390870257	0.031617496398429	1.0	LOC107000422		No-significant				
AMN	0.0841856286562914	-0.0005854685220135	1.0	AMN		No-significant				
LOC107000307	0.0842846633082706	-0.000356695779145	1.0	LOC107000307		No-significant				
PCDHGA1	0.0842942668899112	0.0318863756677533	1.0	PCDHGA1		No-significant				
LOC694064	0.0843234497476425	-0.0384087758532903	1.0	LOC694064		No-significant				
LOC106994124	0.08435959233069	-0.0114562585477716	1.0	LOC106994124		No-significant				
CPM	0.0843722653978759	-8.599483005024467e-05	1.0	CPM		No-significant				
P2RX6	0.0844592608389509	-0.155962704604663	1.0	P2RX6		No-significant				
TSEN34	0.0844729891868241	-0.0370173434669577	1.0	TSEN34		No-significant				
CCDC144NL	0.0845699741813409	-0.0355851557061411	1.0	CCDC144NL		No-significant				
NEK7	0.0845861305465792	0.0847340829853883	1.0	NEK7		No-significant				
TRA2A	0.0845965321215479	-0.035211143934446	1.0	TRA2A		No-significant				
ZRANB3	0.0848417966014774	0.0828191844152631	1.0	ZRANB3		No-significant				
TAS1R1	0.0848574568765221	0.0507566158342873	1.0	TAS1R1		No-significant				
LOC114670024	0.0849098967968265	0.1106908550058824	1.0	LOC114670024		No-significant				
SLC2A2	0.0849558035328404	-0.0029214804130259	1.0	SLC2A2		No-significant				
EFCAB12	0.0849619615747873	-0.0131364993883637	1.0	EFCAB12		No-significant				
LOC705507	0.0850481656214059	0.0174683207331118	1.0	LOC705507		No-significant				
LOC114671756	0.0850756020198564	-0.1220661838233992	1.0	LOC114671756		No-significant				
TNFRSF1A	0.0850823752749734	0.0001133458636399	1.0	TNFRSF1A		No-significant				
LOC106999127	0.0851163059309302	0.0143746429233863	1.0	LOC106999127		No-significant				
LOC106999452	0.0851337740507164	0.0836358056354294	1.0	LOC106999452		No-significant				
EVX2	0.0851926757369698	-1.865648855976814e-05	1.0	EVX2		No-significant				
SLC25A25	0.0852074851033893	0.032644194721096	1.0	SLC25A25		No-significant				
FGFBP3	0.0852177876803247	-0.0301534716869136	1.0	FGFBP3		No-significant				
LOC114671304	0.0852577315005301	0.0008357364581241	1.0	LOC114671304		No-significant				
KLRC3	0.0852630625940873	-0.0001811339911314	1.0	KLRC3		No-significant				
LOC114677129	0.0852638636464284	0.0063498401053982	1.0	LOC114677129		No-significant				
PITPNM2	0.0852720189216188	-0.0636173021693549	1.0	PITPNM2		No-significant				
LOC114678458	0.0852829388841027	0.0805705041806587	1.0	LOC114678458		No-significant				
RUNX1	0.0853109650371682	-0.006938258022216	1.0	RUNX1		No-significant				
TREX2	0.0853500606349538		1.0	TREX2		No-significant				
DAZL	0.0853588490440479	-0.0401388218769121	1.0	DAZL		No-significant				
GPM6B	0.0853678155234731	0.0206140726754449	1.0	GPM6B		No-significant				
SYCP2	0.0855828547749993	-0.1156831983967676	1.0	SYCP2		No-significant				
STOX1	0.0856150319121192	0.0254402541025727	1.0	STOX1		No-significant				
RTL10	0.0856217812511549	-9.800608618280068e-06	1.0	RTL10		No-significant				
LOC694896	0.0857586605867617		1.0	LOC694896		No-significant				
ACTL7A	0.085766166150351	-0.0019826858231911	1.0	ACTL7A		No-significant				
SSU72	0.0858301964233433	0.005169757682445	1.0	SSU72		No-significant				
ISG20L2	0.085868860781998	-0.0012931602268988	1.0	ISG20L2		No-significant				
SMIM27	0.0859531034302811	0.130073869721928	1.0	SMIM27		No-significant				
AMN1	0.0862135561359818	-0.0091898551752963	1.0	AMN1		No-significant				
LOC107000223	0.0863521006900301	0.0210487839100344	1.0	LOC107000223		No-significant				
LOC702175	0.0863826270603794	0.006847555612754	1.0	LOC702175		No-significant				
SELE	0.0864341750405671	-0.0007341633900048	1.0	SELE		No-significant				
CHRND	0.0865128335033972	-0.0809003922173283	1.0	CHRND		No-significant				
GFRA1	0.086537718935804	0.0094300170094329	1.0	GFRA1		No-significant				
LOC114680430	0.0865524319083646	-6.98965135282254e-05	1.0	LOC114680430		No-significant				
CSTA	0.0865932241196672	-5.2868976056209e-06	1.0	CSTA		No-significant				
LOC114670527	0.0866011222328116	0.0003249822847176	1.0	LOC114670527		No-significant				
LOC106993722	0.0866079659021599	0.0308126257324529	1.0	LOC106993722		No-significant				
UTP15	0.0866279869580151		1.0	UTP15		No-significant				
HDAC9	0.0866436667620296	-0.0001065660819805	1.0	HDAC9		No-significant				
OR10G3	0.0866609005109954	-8.891113990912448e-07	1.0	OR10G3		No-significant				
DYNC1I1	0.0866654109164132	0.0049359628390254	1.0	DYNC1I1		No-significant				
LOC114672742	0.086743453074495	-0.0001151799403843	1.0	LOC114672742		No-significant				
GSTA3	0.0867664148300575	-0.0325060834451829	1.0	GSTA3		No-significant				
LOC106994908	0.0869076194576298	-0.0104389017992085	1.0	LOC106994908		No-significant				
MYO1H	0.0870935126413412	-0.0165794383998028	1.0	MYO1H		No-significant				
LOC106997543	0.0871371955742293	0.0097347979381601	1.0	LOC106997543		No-significant				
CHCHD6	0.0872235265798832	0.0163589157458476	1.0	CHCHD6		No-significant				
ZNF224	0.0872326692270906	-2.639364849752201e-05	1.0	ZNF224		No-significant				
LOC114671389	0.0872420183800545	0.0024045068142177	1.0	LOC114671389		No-significant				
LOC114675510	0.0872463161785908	-0.0204709617682758	1.0	LOC114675510		No-significant				
CA5A	0.0872559594492464	-0.0187190117594367	1.0	CA5A		No-significant				
LOC100429167	0.0872784239667001	0.0036104292815006	1.0	LOC100429167		No-significant				
KIAA1549L	0.0872941656521215	0.0061777035986606	1.0	KIAA1549L		No-significant				
KCNAB1	0.0872946191313757	-0.0163064162317335	1.0	KCNAB1		No-significant				
FAM104A	0.0873038720550119	-0.0045121505854542	1.0	FAM104A		No-significant				
DDHD2	0.0873666205128467	0.038759865381905	1.0	DDHD2		No-significant				
HEPACAM2	0.0873889564840642	-0.0003226879439712	1.0	HEPACAM2		No-significant				
MED26	0.0875369459348465	0.0080698111149517	1.0	MED26		No-significant				
LOC107000592	0.0877745750259383	0.0543225120345436	1.0	LOC107000592		No-significant				
C16H17orf49	0.0878463702433155	-0.0095033332830381	1.0	C16H17orf49		No-significant				
DCLRE1A	0.0878885831006066	-0.0435405010743778	1.0	DCLRE1A		No-significant				
LOC114671895	0.0879751807155632	1.6715304760890628e-05	1.0	LOC114671895		No-significant				
MTMR9	0.0880111414067639	-0.1470780049816554	1.0	MTMR9		No-significant				
SLC13A1	0.0880378446666058	-0.0490627706578256	1.0	SLC13A1		No-significant				
STK32B	0.0880442112212219	0.0084321303709422	1.0	STK32B		No-significant				
LOC106996706	0.0880983467198325		1.0	LOC106996706		No-significant				
GAB4	0.088104009894333		1.0	GAB4		No-significant				
ROM1	0.0881234645151827		1.0	ROM1		No-significant				
SFR1	0.0881487860136401	0.0043236392608099	1.0	SFR1		No-significant				
EIF1	0.0881906825840375	-0.0007846960506859	1.0	EIF1		No-significant				
TBX6	0.0881943607730975	0.0081218750820941	1.0	TBX6		No-significant				
OTUD7A	0.0882989915978553	-0.0017759751020286	1.0	OTUD7A		No-significant				
MTMR3	0.0883285909925645	0.0422995687439201	1.0	MTMR3		No-significant				
CLEC2L	0.0883729232284642	0.0012783315499223	1.0	CLEC2L		No-significant				
SPG21	0.0884365168622787	0.0043443453369852	1.0	SPG21		No-significant				
WDR86	0.0884642170311879	-0.0122313755107676	1.0	WDR86		No-significant				
KLHL7	0.0884818330635438	-0.0035793684450092	1.0	KLHL7		No-significant				
LOC106998343	0.0884917373675756	0.0272350886276064	1.0	LOC106998343		No-significant				
LOC705636	0.0884970025742024	-0.0009568281504254	1.0	LOC705636		No-significant				
LOC106996190	0.0885310500974503	-0.000227761847024	1.0	LOC106996190		No-significant				
SLC19A1	0.0885505467916034	0.046817037966933	1.0	SLC19A1		No-significant				
LOC114676192	0.0885758762839671	-0.0010950167738309	1.0	LOC114676192		No-significant				
LOC114672812	0.088597708044709	0.0914138993313136	1.0	LOC114672812		No-significant				
CPSF1	0.0887071666896484	-0.0330972678993204	1.0	CPSF1		No-significant				
GAL3ST3	0.0887150594509441		1.0	GAL3ST3		No-significant				
RPL28	0.0887406141514438	-0.0326605172053175	1.0	RPL28		No-significant				
SDHA	0.0888200509412408	0.0671712310282215	1.0	SDHA		No-significant				
GUCA1A	0.0889133348864625	0.0037238824146171	1.0	GUCA1A		No-significant				
PRSS48	0.0890526849283221	0.068515815276599	1.0	PRSS48		No-significant				
C8H8orf89	0.0891650547331298	-0.0867795790801555	1.0	C8H8orf89		No-significant				
FNDC7	0.0891826559651968	0.0167724585585019	1.0	FNDC7		No-significant				
PRSS37	0.0892740269547553	-0.0001151191815484	1.0	PRSS37		No-significant				
LOC114677071	0.0892922065080019	-3.090645342104782e-07	1.0	LOC114677071		No-significant				
HSD17B14	0.0893029471473745	0.0067149184729995	1.0	HSD17B14		No-significant				
PMM2	0.0893253679816668	0.1464458230058516	1.0	PMM2		No-significant				
MFSD13A	0.0893389400667078	-0.0132688120448107	1.0	MFSD13A		No-significant				
PRADC1	0.0893565471825973	0.0210888116897013	1.0	PRADC1		No-significant				
XRN2	0.0894234886033899	-0.0211838804444359	1.0	XRN2		No-significant				
CARMIL3	0.0894960150994583	0.0103884647302181	1.0	CARMIL3		No-significant				
RPL6	0.089573851234779	0.0408718818284419	1.0	RPL6		No-significant				
SNTG1	0.0895763120152184	0.1121985415422734	1.0	SNTG1		No-significant				
RUBCNL	0.0896468938759938	0.0001172834630391	1.0	RUBCNL		No-significant				
LOC106999660	0.0896646079936897	0.0194267810035222	1.0	LOC106999660		No-significant				
ZNF778	0.0897162313377033	0.0017860271883158	1.0	ZNF778		No-significant				
FAIM2	0.0897599394669697	0.0129816468170287	1.0	FAIM2		No-significant				
RBL2	0.0898300005548007	-0.0088230663739945	1.0	RBL2		No-significant				
ICK	0.0899710417177716	0.0262271419724348	1.0	ICK		No-significant				
NBEAL2	0.0899737693099356	-0.010744467179632	1.0	NBEAL2		No-significant				
NFYB	0.0899996087781517	0.1258483710090296	1.0	NFYB		No-significant				
CKM	0.0901141181094213	0.002514708283722	1.0	CKM		No-significant				
KCND2	0.0901691842924842	-0.0158421899917135	1.0	KCND2		No-significant				
FBXO11	0.0901934223402781	0.0026321502214197	1.0	FBXO11		No-significant				
TMEM145	0.0902429676337768	-0.0026350411922893	1.0	TMEM145		No-significant				
LOC114674127	0.0902634836263408	0.0102379591519098	1.0	LOC114674127		No-significant				
LOC114675480	0.0903151808345595	-0.0040308930574902	1.0	LOC114675480		No-significant				
C5H4orf19	0.0904949138128672	0.0248697907529722	1.0	C5H4orf19		No-significant				
LOC114676302	0.0905465268881533	-0.0201311231709749	1.0	LOC114676302		No-significant				
LOC114670989	0.0906573842211678	0.0049952616561316	1.0	LOC114670989		No-significant				
TLR9	0.090754282238233	0.0307878001548789	1.0	TLR9		No-significant				
KSR1	0.0908429559789569	-0.0048431211960882	1.0	KSR1		No-significant				
CLVS2	0.0909149019882096	0.0310980687676207	1.0	CLVS2		No-significant				
ARHGAP6	0.090967404130209	0.0107034075869333	1.0	ARHGAP6		No-significant				
LOC114669834	0.0909757832844527	0.0263540304061189	1.0	LOC114669834		No-significant				
B2M	0.0910904841758892	0.0175631406482879	1.0	B2M		No-significant				
TAF6L	0.0911080927270293	-0.0297671037893071	1.0	TAF6L		No-significant				
LRCH2	0.0911094770357348	0.0238868520036298	1.0	LRCH2		No-significant				
LOC114672794	0.0911402815994678	0.0063122998584438	1.0	LOC114672794		No-significant				
ACADVL	0.091212562062423	-0.0256168913479197	1.0	ACADVL		No-significant				
FDX1	0.0913045470517737	0.0542991006763865	1.0	FDX1		No-significant				
EIF4H	0.091308478739845	-0.0020836230917026	1.0	EIF4H		No-significant				
AKAP7	0.0913326063748005	0.0008182681543344	1.0	AKAP7		No-significant				
MKRN2	0.0913592904379719	-8.721294987479158e-05	1.0	MKRN2		No-significant				
TNFRSF1B	0.0914742066666521	0.0001466182151288	1.0	TNFRSF1B		No-significant				
UBA7	0.0915895693411852	0.0028158884619316	1.0	UBA7		No-significant				
DIP2A	0.0917052389466	-0.0436076292286592	1.0	DIP2A		No-significant				
DLC1	0.0917496084529675	0.0121967545677961	1.0	DLC1		No-significant				
TRIM66	0.0917613031596042	-0.0025478645618784	1.0	TRIM66		No-significant				
LOC114671345	0.091761729607016		1.0	LOC114671345		No-significant				
LOC106998127	0.0917887370983844	-0.0053164057646264	1.0	LOC106998127		No-significant				
CETN2	0.0918248648763058	0.0310118401243973	1.0	CETN2		No-significant				
SDCBP	0.0918800471475496	0.0350631664843225	1.0	SDCBP		No-significant				
NIPA2	0.0919047644689753	0.0085849650282707	1.0	NIPA2		No-significant				
LOC114677572	0.0919463744837972	0.0086577700502308	1.0	LOC114677572		No-significant				
LOC114672778	0.0920370823310595	0.0397775984539761	1.0	LOC114672778		No-significant				
RMDN2	0.0920600823162326	0.0771656202324825	1.0	RMDN2		No-significant				
LOC698779	0.0921365407796519	0.000506494604886	1.0	LOC698779		No-significant				
TMSB4X	0.0921725492805819	0.0140065442882173	1.0	TMSB4X		No-significant				
CALHM2	0.0921882436804616	0.0062858475185247	1.0	CALHM2		No-significant				
TNFAIP3	0.0921955053762378		1.0	TNFAIP3		No-significant				
TSHR	0.0922266114407494	-0.036076274745597	1.0	TSHR		No-significant				
SIK2	0.0922819385492482	-0.0389637697988483	1.0	SIK2		No-significant				
LOC106996520	0.0923388357462709	-0.0071227769666695	1.0	LOC106996520		No-significant				
ARHGEF17	0.092362770907672	0.0069408656547423	1.0	ARHGEF17		No-significant				
DOCK1	0.0923641749643826	-0.0012236275520511	1.0	DOCK1		No-significant				
PCYOX1	0.0925657611572392	0.0083503994316228	1.0	PCYOX1		No-significant				
CLASRP	0.0925960789605203	-0.051314882057956	1.0	CLASRP		No-significant				
ANGPTL5	0.092624654271565	0.0004857318774738	1.0	ANGPTL5		No-significant				
MCRIP2	0.0926597566848464	-0.0073474706867324	1.0	MCRIP2		No-significant				
LOC709981	0.0927044723773817	-0.0006457814907885	1.0	LOC709981		No-significant				
PCBP4	0.0927106331152029	-2.062907267797939e-06	1.0	PCBP4		No-significant				
TMEM14C	0.0927509365102426	-0.0213340076082434	1.0	TMEM14C		No-significant				
CCDC169	0.092751792683697	-0.0038027989604311	1.0	CCDC169		No-significant				
IL2RG	0.0928363312765255		1.0	IL2RG		No-significant				
LOC114670792	0.0929025033540571	0.0925648517519006	1.0	LOC114670792		No-significant				
LOC106992965	0.0929887920975756	0.0114783641907659	1.0	LOC106992965		No-significant				
GOT1L1	0.0930893570254916	0.0266638213498854	1.0	GOT1L1		No-significant				
RMND1	0.093140126402437	0.0345132950581347	1.0	RMND1		No-significant				
AVP	0.0931871347465644	-1.536121728901195e-05	1.0	AVP		No-significant				
LOC107000857	0.0932197482351573		1.0	LOC107000857		No-significant				
DLG4	0.0932316334864549	-0.0578936231336201	1.0	DLG4		No-significant				
DMRTC1B	0.0932674806718588	0.0089143613770797	1.0	DMRTC1B		No-significant				
SLC38A7	0.0934136832935338	-0.0043795225134663	1.0	SLC38A7		No-significant				
HOXB3	0.0935338064606355	-3.330161062678599e-05	1.0	HOXB3		No-significant				
LOC114680196	0.0935631824270942	0.0169057710428877	1.0	LOC114680196		No-significant				
ZDHHC17	0.0936411341009207	0.0038048349869842	1.0	ZDHHC17		No-significant				
LOC114676435	0.0937921818095376	0.004010399672619	1.0	LOC114676435		No-significant				
LOC114675380	0.0938086425062897	-0.010133125493525	1.0	LOC114675380		No-significant				
LOC106997586	0.093834103483649		1.0	LOC106997586		No-significant				
LOC114670993	0.0938409658855448	0.0010509057616055	1.0	LOC114670993		No-significant				
SLC35E3	0.0940332553667038	0.0013123742170119	1.0	SLC35E3		No-significant				
LOC704549	0.0940597306746842	-0.0101399498056944	1.0	LOC704549		No-significant				
SCYL2	0.0940636436918905	0.0862909025461003	1.0	SCYL2		No-significant				
SULT6B1	0.0940899418222522	0.0349222126428397	1.0	SULT6B1		No-significant				
TMEM108	0.0941029123399116	-0.0036212439851084	1.0	TMEM108		No-significant				
LOC106993657	0.0941855214158304	-2.226365667202705e-05	1.0	LOC106993657		No-significant				
GSPT1	0.0943055127842961	-0.0064500909229231	1.0	GSPT1		No-significant				
LOC114671725	0.0943346879818664	-6.076734430287069e-06	1.0	LOC114671725		No-significant				
LOC114676227	0.0946666807616945	0.0007970618346941	1.0	LOC114676227		No-significant				
LOC106996953	0.0948377850715499	-0.0001379501446175	1.0	LOC106996953		No-significant				
LOC114677024	0.0948750145245866	0.0316516460171998	1.0	LOC114677024		No-significant				
ESRRB	0.0948807694042991	0.0029124221038186	1.0	ESRRB		No-significant				
GCK	0.0949030994740906	-0.0133948771388528	1.0	GCK		No-significant				
LOC114672358	0.0950598842967792	-0.1476842237529372	1.0	LOC114672358		No-significant				
LOC114678428	0.0950713648726791	-0.0827949724385882	1.0	LOC114678428		No-significant				
ALKBH3	0.0951261181251848	0.002252776121602	1.0	ALKBH3		No-significant				
FGF16	0.0952765813263605	-0.000768344674929	1.0	FGF16		No-significant				
ZNF609	0.0952950214926775	-0.0995421232376552	1.0	ZNF609		No-significant				
LOC708686	0.095404928874764	0.0980905795034056	1.0	LOC708686		No-significant				
KCNRG	0.0954434646579136	-0.3024604517630638	1.0	KCNRG		No-significant				
TMED3	0.095483101423732	0.0064037909275577	1.0	TMED3		No-significant				
LOC106998131	0.0955773902023325	-0.002334764629313	1.0	LOC106998131		No-significant				
LOC106997914	0.0956078124321782	-0.000237491051673	1.0	LOC106997914		No-significant				
PHF20	0.0956832655763418	-0.0213469738818204	1.0	PHF20		No-significant				
CERS1	0.0957261364911571	0.053484679456999	1.0	CERS1		No-significant				
SCEL	0.0958012008165608	0.0443468854205784	1.0	SCEL		No-significant				
LOC114679306	0.0958417524348305	-0.0062696459167888	1.0	LOC114679306		No-significant				
LILRB1	0.0958861459111215		1.0	LILRB1		No-significant				
KPNA5	0.0959398903445577	-0.0668108350951027	1.0	KPNA5		No-significant				
FOXA3	0.0960166619859107	0.0160499661617519	1.0	FOXA3		No-significant				
RAB6A	0.0960204905613356	-0.0015150797144844	1.0	RAB6A		No-significant				
RAB7A	0.0960245705268023	-0.0526168527297764	1.0	RAB7A		No-significant				
EXO5	0.0961180866651438	-1.35630112714357e-05	1.0	EXO5		No-significant				
SPTSSA	0.0961622750064293	-0.009936206247131	1.0	SPTSSA		No-significant				
LOC106993203	0.0962319516277212	-0.0127463827490549	1.0	LOC106993203		No-significant				
MEIOC	0.0962466296315667	0.0065012515642189	1.0	MEIOC		No-significant				
amplicon-chrX-CENPVL3	0.0962797496871737		1.0	mc/ampl_CENPVL3		No-significant				
DMXL2	0.0962837814547658	-0.028950310513603	1.0	DMXL2		No-significant				
ERGIC2	0.0963010525918089	0.1035736037904148	1.0	ERGIC2		No-significant				
LOC106997299	0.0964204756955091	-0.075135096371113	1.0	LOC106997299		No-significant				
PHACTR3	0.0964491615656161	-0.0319589193152746	1.0	PHACTR3		No-significant				
SBSPON	0.0964921445573346	0.1919449955398583	1.0	SBSPON		No-significant				
RGS16	0.0965288726901075		1.0	RGS16		No-significant				
LOC106994136	0.0965658017647755	-0.0250435040192056	1.0	LOC106994136		No-significant				
PANK2	0.0967177524648947	0.0577907187844842	1.0	PANK2		No-significant				
UBAP1	0.0967254042803121	0.0051553754519312	1.0	UBAP1		No-significant				
PTCHD4	0.0967483730733799	0.003262618875002	1.0	PTCHD4		No-significant				
KCNC2	0.0967555660091036	-0.0011375270373774	1.0	KCNC2		No-significant				
DDX52	0.0967685023499185	0.0163485216456874	1.0	DDX52		No-significant				
BTBD16	0.0967824807635089	-0.0647744784423003	1.0	BTBD16		No-significant				
LOC718978	0.0968098952529014	-0.0045932382056216	1.0	LOC718978		No-significant				
SKP2	0.0968715618302181	0.0029695004588688	1.0	SKP2		No-significant				
ENO4	0.0968729030968404	-0.1211438619450857	1.0	ENO4		No-significant				
KCNA2	0.09688255870844		1.0	KCNA2		No-significant				
LOC106997538	0.0969558645011356	-0.0085496233009571	1.0	LOC106997538		No-significant				
CELSR2	0.096998104286767	-0.0055883030069228	1.0	CELSR2		No-significant				
NHEJ1	0.0970315745566924	0.0191507159960791	1.0	NHEJ1		No-significant				
LOC107000268	0.0970454084761024	-0.0003958235333236	1.0	LOC107000268		No-significant				
ABCA3	0.0971740134267698	0.0389781143902025	1.0	ABCA3		No-significant				
TEX36	0.0972850179336121	-0.0094010608508836	1.0	TEX36		No-significant				
DPPA5	0.0976035209593426		1.0	DPPA5		No-significant				
LHFPL1	0.0976469185898178		1.0	LHFPL1		No-significant				
LOC106994373	0.0976690252694535	-0.0017947499977475	1.0	LOC106994373		No-significant				
MAPK8IP1	0.0976834628327113	-0.0002070754326763	1.0	MAPK8IP1		No-significant				
LOC713144	0.0977308717413266	0.1460750790072736	1.0	LOC713144		No-significant				
CCDC15	0.0977392428323699	0.0336400934288415	1.0	CCDC15		No-significant				
EDRF1	0.0977780904778657	-0.0006763974381386	1.0	EDRF1		No-significant				
FAM163B	0.097874211068153	0.0002164893243964	1.0	FAM163B		No-significant				
AFMID	0.0978757470802587	0.0275917428655589	1.0	AFMID		No-significant				
PWWP2A	0.0980587211801704	0.0296290408486847	1.0	PWWP2A		No-significant				
FAM174B	0.0980826251351493	-0.0001381039876682	1.0	FAM174B		No-significant				
TOR3A	0.0981398091670112	0.0029155104973076	1.0	TOR3A		No-significant				
NLRP7	0.0982044591616466	0.0073299317580512	1.0	NLRP7		No-significant				
ZNF598	0.0983013126802015	-0.0269935930717045	1.0	ZNF598		No-significant				
CCNDBP1	0.0983290301638666	-0.0010917073586336	1.0	CCNDBP1		No-significant				
GBE1	0.0983390902680029	0.0613564229992294	1.0	GBE1		No-significant				
MFSD3	0.0984546759718049	-0.0816419878976735	1.0	MFSD3		No-significant				
LOC106999991	0.0984560075538128	0.0109889488812532	1.0	LOC106999991		No-significant				
BARHL2	0.0984712682460907		1.0	BARHL2		No-significant				
STK31	0.0985549846989543	-0.1475935808503242	1.0	STK31		No-significant				
SH3BGRL	0.0986271393492874	0.0137294557094274	1.0	SH3BGRL		No-significant				
LOC106997961	0.0986601071011473	0.0002055124656681	1.0	LOC106997961		No-significant				
CLSTN1	0.0988112585218233	-0.0085522126786224	1.0	CLSTN1		No-significant				
LOC106994714	0.0988238549838002	0.0087487090481476	1.0	LOC106994714		No-significant				
LOC717080	0.0989688589729992	0.0001223747561478	1.0	LOC717080		No-significant				
NCOA1	0.0993119895428446	-0.0082427712464098	1.0	NCOA1		No-significant				
CCDC146	0.0994405805164562	-0.0776754759471065	1.0	CCDC146		No-significant				
NEU3	0.0994828375110449	0.0084290119201317	1.0	NEU3		No-significant				
LOC106998087	0.0995422216432238	0.0658912207230729	1.0	LOC106998087		No-significant				
ZDHHC9	0.0996003856483603	0.0009994129200937	1.0	ZDHHC9		No-significant				
LOC114676301	0.0996521577878867	0.088627346016802	1.0	LOC114676301		No-significant				
SPATA1	0.0996571321982789	0.0119843427537289	1.0	SPATA1		No-significant				
PHLDA3	0.0996751818053225	-0.0006818902239029	1.0	PHLDA3		No-significant				
RNF126	0.099687941932513	-0.1160502964341096	1.0	RNF126		No-significant				
LOC100424232	0.0997596592762256	0.0753189909536531	1.0	LOC100424232		No-significant				
ZFP91	0.0997931674300675	0.1455166522603569	1.0	ZFP91		No-significant				
LOC114680347	0.1000196493992191	0.0010352056010078	1.0	LOC114680347		No-significant				
LOC107000335	0.100075255260717	0.0296850381955834	1.0	LOC107000335		No-significant				
ZMIZ2	0.1001462698076138	-0.0021589300169925	1.0	ZMIZ2		No-significant				
DENND5B	0.100208503634994	0.0925251918218053	1.0	DENND5B		No-significant				
LOC719702	0.1003125481214377	-0.0556126892406138	1.0	LOC719702		No-significant				
TSPAN1	0.1003374518146256	-4.439900612391672e-05	1.0	TSPAN1		No-significant				
LOC106997846	0.1003579096139909	-0.1170583050432595	1.0	LOC106997846		No-significant				
MEIKIN	0.1003624451743276	0.0433278384286945	1.0	MEIKIN		No-significant				
NCOA3	0.1003988181061568	-0.079307027073043	1.0	NCOA3		No-significant				
FCRL5	0.1005175686848153	-0.0083667269594373	1.0	FCRL5		No-significant				
SDK1	0.1006994529824032	-0.0115880009321759	1.0	SDK1		No-significant				
SEC11A	0.1008567320405608	-0.1076191590330581	1.0	SEC11A		No-significant				
LOC699403	0.1008971500250807	0.1040585241478275	1.0	LOC699403		No-significant				
PYCR3	0.1009108748821855	-0.0058426637931344	1.0	PYCR3		No-significant				
CELF5	0.1010244230386263	-0.0150318796088342	1.0	CELF5		No-significant				
KIF24	0.1010286972392569	0.001102052625342	1.0	KIF24		No-significant				
CHMP4A	0.1010566878721118	0.040981154283057	1.0	CHMP4A		No-significant				
AMT	0.1011288141437919	-0.0079021856647183	1.0	AMT		No-significant				
CPNE4	0.1012610487045398	0.0010464930577515	1.0	CPNE4		No-significant				
ZNF497	0.101262387733171	-0.0125055021224321	1.0	ZNF497		No-significant				
TMEM223	0.1012780272321246	0.0047504225901677	1.0	TMEM223		No-significant				
MED13	0.1013237527816019	0.0116536391866664	1.0	MED13		No-significant				
LOC106994696	0.1013419881124026	-2.9087672107366667e-05	1.0	LOC106994696		No-significant				
INPP1	0.1013811205950428	-0.0013367900759217	1.0	INPP1		No-significant				
