primerid	Pr(>Chisq)	coef	FDR	gene_name	signif	diff_exp	prop_exp_X	prop_exp_Y	prop_exp_raw_X	prop_exp_raw_Y
LOC104006485	0.1377918883849703	0.0002964627827256	0.5045831002483294	LOC104006485		No-significant				
LOC107970046	0.1378209933135336	-0.0011817078620519	0.5045831002483294	LOC107970046		No-significant				
LOC107968046	0.1378388645483721	-0.0002486215712733	0.5045831002483294	LOC107968046		No-significant				
LOC107976632	0.1378430015841935	-0.0059233674163818	0.5045831002483294	LOC107976632		No-significant				
CFAP69	0.1378864294089296	0.0720647790205013	0.5046524856517909	CFAP69		No-significant				
ACVR1C	0.1379020209283474	-0.0347230909676113	0.5046524856517909	ACVR1C		No-significant				
LOC107974236	0.1379344840794333	-0.0264298407003838	0.5046979699243407	LOC107974236		No-significant				
LOC112204754	0.1380573453072483	0.0057145078900449	0.5050399946732251	LOC112204754		No-significant				
LOC107969507	0.1381263244183732	0.0015594411192299	0.5050399946732251	LOC107969507		No-significant				
ZNF565	0.138135495329971	-0.0165185379755646	0.5050399946732251	ZNF565		No-significant				
LOC104002181	0.1381458108449123	0.0050260386617293	0.5050399946732251	LOC104002181		No-significant				
LOC107968522	0.1381598778483271	-0.000665154722499	0.5050399946732251	LOC107968522		No-significant				
ACER1	0.1381645801643046	0.0010336161863543	0.5050399946732251	ACER1		No-significant				
LOC104006396	0.1382014365776789	0.008439808988277	0.5050399946732251	LOC104006396		No-significant				
MUSK	0.1382197241609125	0.0255212500702358	0.5050399946732251	MUSK		No-significant				
PTAR1	0.1382239579857959	0.0542581240590427	0.5050399946732251	PTAR1		No-significant				
TSACC	0.1382284361413102	0.0012974175767067	0.5050399946732251	TSACC		No-significant				
MYO15B	0.1383318700123802	0.0037059499007672	0.5053188302685019	MYO15B		No-significant				
LOC104005814	0.1383448702906421	-0.0412956333180662	0.5053188302685019	LOC104005814		No-significant				
TPGS1	0.1383818915122448	-0.0067833390089171	0.5053492409678785	TPGS1		No-significant				
LOC104006751	0.1383933158716018		0.5053492409678785	LOC104006751		No-significant				
SPEF1	0.1385742069471046	-0.0179435814998212	0.5059364378857187	SPEF1		No-significant				
PPM1F	0.1387206392157612	0.0034215223954814	0.5063501097058937	PPM1F		No-significant				
LOC100614519	0.1387277094788059	0.0002446119668592	0.5063501097058937	LOC100614519		No-significant				
EP300	0.1387563626297221	-0.0196434687152673	0.5063813251293581	EP300		No-significant				
IL22RA1	0.1388160884681888	-0.0259489102060436	0.5065259126145153	IL22RA1		No-significant				
FAM129B	0.1388722323254689	0.0037652852850922	0.5066573898252301	FAM129B		No-significant				
NAA35	0.1389027675084412	0.0299106634070487	0.5066954125503405	NAA35		No-significant				
PIP5K1C	0.1389868034147428	0.0100024676729648	0.5069206581363616	PIP5K1C		No-significant				
LRRC75A	0.1390097123301118	0.0116507671943458	0.5069206581363616	LRRC75A		No-significant				
MIPEP	0.1390248819888902	-0.082680397174925	0.5069206581363616	MIPEP		No-significant				
LOC107967446	0.1391202451841294	0.0148040643852986	0.5071949662342385	LOC107967446		No-significant				
COX10	0.1391552766111382	-0.0119267713889894	0.5072492733884814	COX10		No-significant				
LOC742938	0.139206861360459	0.0055567814753002	0.5073055960758851	LOC742938		No-significant				
RABGEF1	0.139211002924444	0.0426631559879383	0.5073055960758851	RABGEF1		No-significant				
LOC112207377	0.1392553131452317	0.0278470498835339	0.5073936720790682	LOC112207377		No-significant				
LOC104003130	0.1392830065410587	0.0066123731938689	0.5074100849088807	LOC104003130		No-significant				
KIF27	0.139338902926062	0.0629028290522933	0.5074100849088807	KIF27		No-significant				
ODF3	0.1393394837134072	0.0080432702445792	0.5074100849088807	ODF3		No-significant				
ITGA10	0.1393403845426975	-0.0005123278886207	0.5074100849088807	ITGA10		No-significant				
ZNF227	0.1393611143914736	-0.0207100182305596	0.5074122262971532	ZNF227		No-significant				
CCDC22	0.1395494937818851	0.0028786228630522	0.5079299043811216	CCDC22		No-significant				
FXN	0.1395504862922737	0.0098944954057821	0.5079299043811216	FXN		No-significant				
CTCFL	0.1395637820786806	0.0041125008627165	0.5079299043811216	CTCFL		No-significant				
GTF2H5	0.1395913469082781	0.0636397874204482	0.5079344718538775	GTF2H5		No-significant				
LOC107976944	0.1396079889440246	0.0217215273438754	0.5079344718538775	LOC107976944		No-significant				
CADM2	0.1396255246740275	0.0504785865017423	0.5079344718538775	CADM2		No-significant				
NRROS	0.1396897987468478	0.0017104921211154	0.5080949191496665	NRROS		No-significant				
LOC107968745	0.1397322886002383	-0.0127402486415347	0.5081760956282958	LOC107968745		No-significant				
LOC101058698	0.1398347671904895	-0.0015108220438222	0.5084480803575065	LOC101058698		No-significant				
LOC112205562	0.1398615181417235	0.1010444214936522	0.5084480803575065	LOC112205562		No-significant				
KIZ	0.1398676245187964	0.0206964289512547	0.5084480803575065	KIZ		No-significant				
MMEL1	0.1399428369688733	-0.0004633105929322	0.5086094380741959	MMEL1		No-significant				
LOC107970878	0.1399808681828006	0.0134133766322668	0.5086094380741959	LOC107970878		No-significant				
LOC104006832	0.1399845740275782		0.5086094380741959	LOC104006832		No-significant				
CIB2	0.1399927692762176	-0.0008822864073166	0.5086094380741959	CIB2		No-significant				
BRCA2	0.1400754160669798	0.0787063960799315	0.5087273000598946	BRCA2		No-significant				
LOC112208611	0.1400811520321378	0.0133807482358754	0.5087273000598946	LOC112208611		No-significant				
LOC104006880	0.140085792335483	-0.0022375598464611	0.5087273000598946	LOC104006880		No-significant				
PPP2CB	0.1403048328151366	0.0412966612770283	0.5094493151165931	PPP2CB		No-significant				
LOC107968286	0.1403893670479928	0.0057807583135113	0.5095460561300823	LOC107968286		No-significant				
SMAD6	0.1404138104515917	0.002384667040226	0.5095460561300823	SMAD6		No-significant				
LOC107974487	0.1404270848374174	-0.006865074895582	0.5095460561300823	LOC107974487		No-significant				
SDF2L1	0.1404315460398214	0.0228059137470686	0.5095460561300823	SDF2L1		No-significant				
SETD6	0.1404513505063894	-0.0083609094548112	0.5095460561300823	SETD6		No-significant				
PHF5A	0.1404653295646965	0.0435609701190415	0.5095460561300823	PHF5A		No-significant				
NOLC1	0.1404730612822888	-0.0003787738489418	0.5095460561300823	NOLC1		No-significant				
LOC107968609	0.1404957269531327	0.0071290173889216	0.5095549025918974	LOC107968609		No-significant				
IGLON5	0.14058394621113	-0.0013742103716133	0.5098014643660267	IGLON5		No-significant				
ST3GAL2	0.1406114895392749	0.0161883677032261	0.509827956890244	ST3GAL2		No-significant				
CBR3	0.1406741609237535	0.0143054321870092	0.509981790472183	CBR3		No-significant				
LOC107973779	0.1407846978898593	-0.0003924439968535	0.5102364639463357	LOC107973779		No-significant				
CDRT15	0.1407849182633764	0.0618241554533274	0.5102364639463357	CDRT15		No-significant				
SUCLA2	0.1408122172781328	0.0077906161630251	0.5102378549169334	SUCLA2		No-significant				
LOC112206769	0.1408258099887836	-0.0031537830784184	0.5102378549169334	LOC112206769		No-significant				
NUDCD3	0.1409258116544129	-0.0190114807992801	0.5104212038961998	NUDCD3		No-significant				
NR2F2	0.1409358217160803	0.1095173464618308	0.5104212038961998	NR2F2		No-significant				
LOC107967917	0.1409371980907417	0.0351672380163872	0.5104212038961998	LOC107967917		No-significant				
PRR7	0.1410350404903056	-0.000542073115275	0.510702133107917	PRR7		No-significant				
OR11A1	0.1410777909342194	-0.0183692631337978	0.5107835167023363	OR11A1		No-significant				
PGLS	0.1411220802722547	-0.0015578508842435	0.5108704477969019	PGLS		No-significant				
LOC104002151	0.1411470867348975	0.0003713127971659	0.5108875587680372	LOC104002151		No-significant				
TMEM266	0.1412523386607796	-0.0045092887914015	0.5111950747798248	TMEM266		No-significant				
PDE8B	0.1413815264351968	0.0162058177245059	0.5115891143285664	PDE8B		No-significant				
SVBP	0.1414404852911617	-0.0126462306793587	0.5117289538209028	SVBP		No-significant				
MED11	0.1416364486909373	0.0868419641379912	0.512246408641181	MED11		No-significant				
CFAP54	0.1416517520660955	0.0692608046843248	0.512246408641181	CFAP54		No-significant				
LOC107975443	0.1416562336275194	-0.0012033918384251	0.512246408641181	LOC107975443		No-significant				
SLC10A3	0.14166484316462	0.0013149776129482	0.512246408641181	SLC10A3		No-significant				
SYBU	0.1417449498471223	0.1245171087573658	0.5123944975329715	SYBU		No-significant				
SKI	0.1417660338742221	-0.0004251783388493	0.5123944975329715	SKI		No-significant				
LOC100608367	0.1417795671826162	-0.0710002978996917	0.5123944975329715	LOC100608367		No-significant				
TMEM117	0.1418194752843571	0.0345412620472784	0.5123944975329715	TMEM117		No-significant				
TNNC1	0.1418309684050553	0.0098329113713637	0.5123944975329715	TNNC1		No-significant				
LOC107967267	0.1418458402830106	0.017970681642572	0.5123944975329715	LOC107967267		No-significant				
TP53INP2	0.141870824878517	-0.0064687233122447	0.5123944975329715	TP53INP2		No-significant				
LOC735533	0.1418782931797757	0.0021768081617137	0.5123944975329715	LOC735533		No-significant				
SLC25A16	0.1419186727472899	0.0205269168074657	0.5123944975329715	SLC25A16		No-significant				
LOC107969278	0.1419297601503555	0.00322874643888	0.5123944975329715	LOC107969278		No-significant				
CCDC30	0.1419383994620608	-0.0034977505654525	0.5123944975329715	CCDC30		No-significant				
LOC104001310	0.1419975444424979	1.5713095352182845e-05	0.5123944975329715	LOC104001310		No-significant				
LOC112207536	0.1419997871023382	-0.1452149606267661	0.5123944975329715	LOC112207536		No-significant				
SPRED1	0.14200892677014	-0.0321260573853854	0.5123944975329715	SPRED1		No-significant				
GCNT1	0.1420436747544006	-0.0061530879538966	0.5123944975329715	GCNT1		No-significant				
LOC107967864	0.1420688444513732	0.0043258326252766	0.5123944975329715	LOC107967864		No-significant				
PRKAB1	0.1420826469812565	0.0135901421578286	0.5123944975329715	PRKAB1		No-significant				
LOC107970281	0.1420875679446564	0.0004296428611935	0.5123944975329715	LOC107970281		No-significant				
LOC104004338	0.1420922499112948	-0.0002560166696439	0.5123944975329715	LOC104004338		No-significant				
LOC107967078	0.142161979055234	0.0006451559031927	0.5125623235011734	LOC107967078		No-significant				
CRYBA4	0.1421794822414337	-0.0020245221545236	0.5125623235011734	CRYBA4		No-significant				
DGKK	0.1422806705803267	0.0019587024260311	0.5127872564328646	DGKK		No-significant				
ELF2	0.1422825866332853	0.0881426916941163	0.5127872564328646	ELF2		No-significant				
LOC104007398	0.1423502009724418	-0.0005300562545983	0.5129575544124954	LOC104007398		No-significant				
SLC28A3	0.1424359818910049	0.0788872408341889	0.5131274970493718	SLC28A3		No-significant				
METRN	0.1424418661934489	0.0110280825052162	0.5131274970493718	METRN		No-significant				
EHHADH	0.1424584675437959	0.0107197599326996	0.5131274970493718	EHHADH		No-significant				
CDS2	0.142546391677963	-0.0042701498816643	0.5132772052811131	CDS2		No-significant				
DUSP1	0.1425720054236452	-0.0009693503005594	0.5132772052811131	DUSP1		No-significant				
LOC107968842	0.1426101200024001	6.273538392504715e-05	0.5132772052811131	LOC107968842		No-significant				
BMX	0.1426158777862458	0.0057365008200968	0.5132772052811131	BMX		No-significant				
LOC104003094	0.14262222547238	-0.0081863283399181	0.5132772052811131	LOC104003094		No-significant				
LOC104001735	0.1426222783807475	0.0637527523486956	0.5132772052811131	LOC104001735		No-significant				
ZNF384	0.1426782769113803	-0.0406142120390776	0.513325350596034	ZNF384		No-significant				
ELP2	0.1426805268040499	0.0012242804441262	0.513325350596034	ELP2		No-significant				
LOC104007659	0.1427157149263844		0.513325350596034	LOC104007659		No-significant				
MAPT	0.1427252096538395	-0.0016413838865208	0.513325350596034	MAPT		No-significant				
EFCAB13	0.1427375389379651	-0.0115725901628361	0.513325350596034	EFCAB13		No-significant				
RSBN1L	0.1428160111240362	-0.0145313705632597	0.5135097447872567	RSBN1L		No-significant				
MFGE8	0.1428295800938515	-0.0034215958430408	0.5135097447872567	MFGE8		No-significant				
COG6	0.142990589238341	0.0677493960343055	0.5138808303446257	COG6		No-significant				
GTF2H4	0.143008571596238	0.0296489852775429	0.5138808303446257	GTF2H4		No-significant				
ADAM28	0.1430238214228502	-0.0014986893549484	0.5138808303446257	ADAM28		No-significant				
SLC16A10	0.1430314146565339	-0.0363207994280582	0.5138808303446257	SLC16A10		No-significant				
TMEM94	0.1430347881222815	0.0740876008466754	0.5138808303446257	TMEM94		No-significant				
SEC63	0.1431641360640014	-0.0439088962862835	0.5142721967381042	SEC63		No-significant				
CCDC130	0.1432095660431326	0.0487104650451337	0.5143620455886225	CCDC130		No-significant				
ATP5PO	0.1432788108209812	-0.010841702648399	0.5145373916182693	ATP5PO		No-significant				
REXO4	0.1433405875625629	-0.0004366463910688	0.5146858725593052	REXO4		No-significant				
WDR89	0.143380540676597	0.0225000738661386	0.5147169624026976	WDR89		No-significant				
LOC749565	0.1434000638903046	-0.0037481495178932	0.5147169624026976	LOC749565		No-significant				
LOC107971822	0.1434105414061819	-0.0008411545426412	0.5147169624026976	LOC107971822		No-significant				
PRKAG1	0.1435519277050025	-0.0403094860740443	0.5150788894657231	PRKAG1		No-significant				
SOSTDC1	0.1435522738543522	0.0284602143502291	0.5150788894657231	SOSTDC1		No-significant				
LOC104006197	0.1436189036524566	-0.002730289814915	0.5152445771593118	LOC104006197		No-significant				
LOC104002207	0.1436471559558676	-0.0125774723405923	0.5152725548683209	LOC104002207		No-significant				
SRSF4	0.143680578911285	-0.0545787620923408	0.5153014685447269	SRSF4		No-significant				
PPM1E	0.1436961264102376	-0.0099980080791353	0.5153014685447269	PPM1E		No-significant				
KDM2A	0.1437322999424326	-0.0069755288165832	0.5153526511680796	KDM2A		No-significant				
LOC100608872	0.1437513131056722	-0.0838051370742831	0.5153526511680796	LOC100608872		No-significant				
NR1H2	0.1438953715092886	0.0183826339951904	0.5157957027692087	NR1H2		No-significant				
LOC735346	0.1439290220050562	0.0608867564950472	0.5158388100728921	LOC735346		No-significant				
NAPG	0.1439483500640057	0.0162341492823308	0.5158388100728921	NAPG		No-significant				
PDP1	0.144045754795459	0.01531572720032	0.5160688777384957	PDP1		No-significant				
CDK9	0.1440968184250729	0.0047959539928612	0.5160688777384957	CDK9		No-significant				
LOC107970037	0.144165964739567	-0.0006182889915907	0.5160688777384957	LOC107970037		No-significant				
BBC3	0.1441662004125387	-0.0001617096357565	0.5160688777384957	BBC3		No-significant				
SPAG5	0.14417943810542	-0.0028151548115983	0.5160688777384957	SPAG5		No-significant				
LYAR	0.1441814894098033	0.052925685670285	0.5160688777384957	LYAR		No-significant				
LAMB2	0.144214882166693	0.0242414466979631	0.5160688777384957	LAMB2		No-significant				
ITFG1	0.1442215339221535	-0.0420613644960977	0.5160688777384957	ITFG1		No-significant				
DTNA	0.144222455219613	-0.0007534608219967	0.5160688777384957	DTNA		No-significant				
LOC112205626	0.1442241954310203	0.0046926183998328	0.5160688777384957	LOC112205626		No-significant				
SLC27A5	0.1442378917178766	0.005418724621372	0.5160688777384957	SLC27A5		No-significant				
LOC104005365	0.1443031058974137	0.128580511586147	0.5162288900550478	LOC104005365		No-significant				
PATR-DRB5	0.1444015516322529	0.0220707348968457	0.5164938456838332	PATR-DRB5		No-significant				
LOC107975928	0.144438124852697	-0.1054103835069112	0.5164938456838332	LOC107975928		No-significant				
MUC17	0.1444386766768261	0.0003417731513335	0.5164938456838332	MUC17		No-significant				
DVL3	0.1445323731360688	0.0178968692267425	0.5165566728853246	DVL3		No-significant				
LOC472696	0.1445332831386924	-0.0156184099899774	0.5165566728853246	LOC472696		No-significant				
MAP3K2	0.144549845172056	0.0352857413327635	0.5165566728853246	MAP3K2		No-significant				
LOC107968199	0.1445517245909224	-0.0050939449781942	0.5165566728853246	LOC107968199		No-significant				
FANCF	0.1445587703970124	0.0314085788034103	0.5165566728853246	FANCF		No-significant				
OTUB2	0.1446097386806243	-0.0030821979328979	0.5165780657629568	OTUB2		No-significant				
POLG2	0.1446332502304902	-0.0074074175180072	0.5165780657629568	POLG2		No-significant				
FUNDC1	0.1446759485459815	0.0103736650027375	0.5165780657629568	FUNDC1		No-significant				
ANKDD1A	0.1446799809127082	0.0086821099471935	0.5165780657629568	ANKDD1A		No-significant				
LOC107966720	0.1446990249463049	-0.0014630261819852	0.5165780657629568	LOC107966720		No-significant				
PAX7	0.1447125983994351	-0.0035043359382283	0.5165780657629568	PAX7		No-significant				
LOC107973696	0.1447252539484114	-0.0079483916427329	0.5165780657629568	LOC107973696		No-significant				
SLC12A8	0.1447288023243469	0.0069828776468322	0.5165780657629568	SLC12A8		No-significant				
SRSF7	0.1447943986910973	0.0581979397615136	0.5166725473053945	SRSF7		No-significant				
AREL1	0.1447962918377296	0.0116098060232963	0.5166725473053945	AREL1		No-significant				
LOC455686	0.1448569368150657	0.0834876155426305	0.5168157417143656	LOC455686		No-significant				
USP16	0.1449354325624471	-0.0041703489120691	0.5169682260672208	USP16		No-significant				
COLEC11	0.1449537245918358	-0.1988068938805278	0.5169682260672208	COLEC11		No-significant				
SUV39H2	0.1449786006930581	0.0092968183622607	0.5169682260672208	SUV39H2		No-significant				
MRFAP1	0.1449817607639296	0.0171776956619354	0.5169682260672208	MRFAP1		No-significant				
LOC107974199	0.1450904179586022	-0.0175710072909227	0.5172122369166422	LOC107974199		No-significant				
RAD18	0.1450912542985833	-0.0044532878665045	0.5172122369166422	RAD18		No-significant				
LOC107971512	0.1451566293644645	-0.0279890982820959	0.5173559749159428	LOC107971512		No-significant				
MAP2K1	0.1451726495189266	0.0205895103776434	0.5173559749159428	MAP2K1		No-significant				
LOC104006903	0.1452453913165381	-0.0023316773255335	0.5174141477308666	LOC104006903		No-significant				
TXN	0.1452495271839176	-0.0049615232861806	0.5174141477308666	TXN		No-significant				
SERPINB8	0.1452709081736171	0.0015053364509488	0.5174141477308666	SERPINB8		No-significant				
NUP210L	0.14528618510375	-0.03355081788412	0.5174141477308666	NUP210L		No-significant				
LOC107966539	0.1452917659386121	-0.0245843393072334	0.5174141477308666	LOC107966539		No-significant				
CD48	0.1453373714272187	-0.0010451076177174	0.5174141477308666	CD48		No-significant				
GART	0.1453377550280677	-0.0126162188131262	0.5174141477308666	GART		No-significant				
LOC104002345	0.1453573555780625	0.0282578373980813	0.5174141477308666	LOC104002345		No-significant				
BCORL1	0.1453738225483913	0.0119107787199204	0.5174141477308666	BCORL1		No-significant				
CORO1B	0.1454392331294278	0.0056896509222528	0.517562223046767	CORO1B		No-significant				
DTX4	0.1454565155275925	-0.0028483999530404	0.517562223046767	DTX4		No-significant				
TRH	0.1455160820810664	-0.0002808639615169	0.5176056876523922	TRH		No-significant				
LOC107972944	0.1455461329607271	-0.0194519920812658	0.5176056876523922	LOC107972944		No-significant				
PIK3IP1	0.1455760125017281	-0.0001634556459862	0.5176056876523922	PIK3IP1		No-significant				
HPS1	0.1455768670689322	0.0118821999404876	0.5176056876523922	HPS1		No-significant				
EXOC3L4	0.1455896048730909	0.0140914355258168	0.5176056876523922	EXOC3L4		No-significant				
GPT	0.1455920094754228	0.0193054764317275	0.5176056876523922	GPT		No-significant				
B3GLCT	0.1456504329137854	0.004864408302732	0.5177403282015074	B3GLCT		No-significant				
LOC112207922	0.1457489589004156	-0.0041848208345001	0.5179496806316023	LOC112207922		No-significant				
AATF	0.1457808748682508	0.0388392890284788	0.5179496806316023	AATF		No-significant				
NQO1	0.1457891307316274	0.0094377800076465	0.5179496806316023	NQO1		No-significant				
PTPRQ	0.1458569948791618	0.0182187436650007	0.5179496806316023	PTPRQ		No-significant				
IQGAP3	0.1458648398224757	-0.0007667089134597	0.5179496806316023	IQGAP3		No-significant				
ARHGEF19	0.145877182496281	-0.0002804783839397	0.5179496806316023	ARHGEF19		No-significant				
URB1	0.1458866981364011	-0.0332312531180505	0.5179496806316023	URB1		No-significant				
TMEM260	0.1459007143961542	0.0125448465603366	0.5179496806316023	TMEM260		No-significant				
MEOX1	0.1459260008802655	0.0040104874564038	0.5179496806316023	MEOX1		No-significant				
ADCY5	0.1459274146210466	0.0004662410761309	0.5179496806316023	ADCY5		No-significant				
SLC30A3	0.145935488771162	-0.0102247042945994	0.5179496806316023	SLC30A3		No-significant				
LOC107974954	0.1459876237442789	-0.0007623837052027	0.5179735573013451	LOC107974954		No-significant				
COA3	0.1459883738844015	0.0267652285019103	0.5179735573013451	COA3		No-significant				
IFRD2	0.1460176746374346	-0.0005072429519267	0.5179735573013451	IFRD2		No-significant				
LOC107971425	0.1460244603030387	-3.7699045994702926e-05	0.5179735573013451	LOC107971425		No-significant				
VMP1	0.1461712038790891	0.0056878361123008	0.5184210851924558	VMP1		No-significant				
IP6K1	0.1462220830999721	-0.0018970405814667	0.5185285356777164	IP6K1		No-significant				
AHDC1	0.1462549958436073	0.0094542139802673	0.5185722526801064	AHDC1		No-significant				
CLTB	0.1463369854997514	0.0135554529495106	0.5187223647064456	CLTB		No-significant				
FMNL3	0.146345469774132	0.0009639613400962	0.5187223647064456	FMNL3		No-significant				
POC5	0.1463713718801726	0.0561140756778135	0.5187223647064456	POC5		No-significant				
BAZ1A	0.1463921823216896	-0.0188598695959852	0.5187223647064456	BAZ1A		No-significant				
SLC40A1	0.1464002863235483	-0.0164472986283619	0.5187223647064456	SLC40A1		No-significant				
SLK	0.1464461386932368	0.0221415062854455	0.5188118585234175	SLK		No-significant				
LOC107975213	0.1465132382198031	-0.0008553543005688	0.5189482631772557	LOC107975213		No-significant				
ABHD5	0.1465258413774142	0.032678171622203	0.5189482631772557	ABHD5		No-significant				
LOC112204966	0.1465914881889235	0.0120595871121265	0.5191077833083162	LOC112204966		No-significant				
NKX2-4	0.1466365110333251	-0.0006406104666758	0.519177575843726	NKX2-4		No-significant				
LOC112209478	0.1466524146436946	-0.060000832127498	0.519177575843726	LOC112209478		No-significant				
TANC2	0.146709170051031	0.0422487439739766	0.519257940446664	TANC2		No-significant				
TAZ	0.1467750070818811	0.0040171400859896	0.519257940446664	TAZ		No-significant				
TAF12	0.1467840678872941	0.0312805705343082	0.519257940446664	TAF12		No-significant				
LOC100610757	0.1467861576871203	-0.0060411285247804	0.519257940446664	LOC100610757		No-significant				
LOC104008430	0.1467893491886388	-0.0069829094946823	0.519257940446664	LOC104008430		No-significant				
EFNA5	0.1468150653805176	-0.0252946750749242	0.519257940446664	EFNA5		No-significant				
LOC107967138	0.1468219413721699	0.0013062821573519	0.519257940446664	LOC107967138		No-significant				
SLC7A8	0.1468400114219607	0.0194707711517735	0.519257940446664	SLC7A8		No-significant				
KLHL4	0.1468873668276912	0.0095198245051057	0.5193524975611504	KLHL4		No-significant				
MMP2	0.146927446091026	-0.0037167686551487	0.519354042201631	MMP2		No-significant				
SELENON	0.1469425707393086	-0.0030937190708895	0.519354042201631	SELENON		No-significant				
MRC1	0.1469697282552952	0.000936899735748	0.519354042201631	MRC1		No-significant				
TTLL5	0.1469702670234768	-0.0679826892866506	0.519354042201631	TTLL5		No-significant				
DEF6	0.1470429573178224	0.0431133262773585	0.5195380337658603	DEF6		No-significant				
COX6A1	0.1470975164894951	0.0397265650837314	0.5196579211055056	COX6A1		No-significant				
LOC104008417	0.1471383396508603	0.0298300523547447	0.5197292558166676	LOC104008417		No-significant				
PIR	0.1471674838785116	0.0054833837969844	0.5197593234077478	PIR		No-significant				
C17H17orf50	0.1472323964526695	-0.0113146355695103	0.519915689856413	C17H17orf50		No-significant				
ALG5	0.1473063195132132	-0.0007304852889691	0.5201038263737726	ALG5		No-significant				
RALYL	0.1474516254931188	0.021172739413138	0.5205439110738017	RALYL		No-significant				
NUBPL	0.1475914995107622	-0.0497122146582287	0.5207462562543629	NUBPL		No-significant				
CRY1	0.1475966180917151	0.0629774708602227	0.5207462562543629	CRY1		No-significant				
CELF6	0.147596965624516	-0.0281113228523955	0.5207462562543629	CELF6		No-significant				
LOC104002683	0.1476084974090889	0.1549452428273541	0.5207462562543629	LOC104002683		No-significant				
UBE3B	0.1476237060563587	0.0684212183874574	0.5207462562543629	UBE3B		No-significant				
LOC107967242	0.1476329692826556	0.0002209875696792	0.5207462562543629	LOC107967242		No-significant				
LOC107975311	0.147705664143985	-0.0290659866835971	0.5209130945566812	LOC107975311		No-significant				
RIOK2	0.1477216238295066	-0.0024382494224118	0.5209130945566812	RIOK2		No-significant				
LOC100612995	0.1477797744679465	0.0444664389707536	0.5210452174102883	LOC100612995		No-significant				
BNIPL	0.147834561977955	0.0166229252579399	0.5211381994615507	BNIPL		No-significant				
LOC107966573	0.1478762728953248	-0.063405636016667	0.5211381994615507	LOC107966573		No-significant				
JCAD	0.1478864011162758	0.0118801384402859	0.5211381994615507	JCAD		No-significant				
KLHL20	0.1478888928211585	0.0006786550796336	0.5211381994615507	KLHL20		No-significant				
LOC112209217	0.1479772025429566	0.0722519339603897	0.5213764596450577	LOC112209217		No-significant				
LPGAT1	0.1480079800940914	-0.0099756464478711	0.521411975182541	LPGAT1		No-significant				
RRBP1	0.148096745492065	-0.005055020893828	0.5216517355195894	RRBP1		No-significant				
UGT3A1	0.1481666735020107	-0.0073947031253684	0.5218092345468148	UGT3A1		No-significant				
PAIP2	0.1481828859934865	-0.01081438043704	0.5218092345468148	PAIP2		No-significant				
LOC112205900	0.1482490570022197	-5.27785243327454e-05	0.5218141623067121	LOC112205900		No-significant				
SCD	0.1482503813203383	0.004544428087758	0.5218141623067121	SCD		No-significant				
LOC107976743	0.148251351770196	-0.0003140339649198	0.5218141623067121	LOC107976743		No-significant				
LOC112206764	0.1482671393216674	-0.0226745644246753	0.5218141623067121	LOC112206764		No-significant				
LOC107973462	0.1483442645255783	-0.0007561658718438	0.5220126710334363	LOC107973462		No-significant				
LOC104006618	0.1483774680249162	-0.0174277905614369	0.5220565886150403	LOC104006618		No-significant				
LOC107971087	0.1483995532641316	0.0092768505590198	0.5220613805097057	LOC107971087		No-significant				
AK8	0.1484431582306672	0.0616298912056308	0.5220787010574385	AK8		No-significant				
ARID1B	0.1484559832350739	-0.094589241325542	0.5220787010574385	ARID1B		No-significant				
PIM1	0.1484666487129044	0.0137298841904672	0.5220787010574385	PIM1		No-significant				
LOC107968448	0.148509422101344	0.0130537266739413	0.5221562263191988	LOC107968448		No-significant				
LIN28B	0.1485768100883401	-0.0072867574986476	0.5222014924686033	LIN28B		No-significant				
HSPA12A	0.1485908782973996	-0.0063887195592738	0.5222014924686033	HSPA12A		No-significant				
ECHDC1	0.1486064298314778	0.0171446915339246	0.5222014924686033	ECHDC1		No-significant				
C5H5orf51	0.1486093365267617	0.0077992065106589	0.5222014924686033	C5H5orf51		No-significant				
CAPN9	0.1486259408145397	0.0007472220680708	0.5222014924686033	CAPN9		No-significant				
ALKAL1	0.1486478743258679	-0.0022989369286573	0.5222057244480915	ALKAL1		No-significant				
SLC25A17	0.148753547534796	0.030870567167802	0.5224567221316627	SLC25A17		No-significant				
LOC107970216	0.1487764863265533	0.0038655613618715	0.5224567221316627	LOC107970216		No-significant				
ZNF446	0.1487815387651853	0.0695403324495802	0.5224567221316627	ZNF446		No-significant				
CD44	0.1488089058429243	0.0002249397749961	0.5224799938668919	CD44		No-significant				
ZDBF2	0.1489662462725176	0.0603256736977149	0.5229595423769878	ZDBF2		No-significant				
LOC468298	0.1491117008423907	-0.0508264776951359	0.5233947594526343	LOC468298		No-significant				
TMED5	0.1491317713302242	0.0202461302504431	0.5233947594526343	TMED5		No-significant				
ATP6V0E1	0.1491799545910037	0.0236102702641324	0.5234909341212657	ATP6V0E1		No-significant				
HNRNPUL2	0.1492040916701673	0.0063807894299217	0.523495906715784	HNRNPUL2		No-significant				
LOC107970858	0.1492229321263117	0.0010345904965019	0.523495906715784	LOC107970858		No-significant				
LOC104006177	0.1492734486432233	0.0318248357491508	0.5236002113923813	LOC104006177		No-significant				
HAS3	0.1493645576493025	-0.0001182675359641	0.5237585147177053	HAS3		No-significant				
CREB3L3	0.1493856973500035	0.0016724376638345	0.5237585147177053	CREB3L3		No-significant				
